,title,genres,release_date,price,specs,early_access,metascore,sentiment,year
4148,Shadow Blade: Reload,"['Action', 'Indie']",2015-08-10,14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",False,70.0,Very Positive,2015
4154,OlliOlli2: Welcome to Olliwood,"['Action', 'Indie', 'Sports']",2015-08-11,14.99,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",False,82.0,Very Positive,2015
4165,Hacknet,"['Indie', 'Simulation']",2015-08-12,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",False,82.0,Very Positive,2015
4184,Bard's Gold,['Indie'],2015-08-14,4.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",False,58.0,Very Positive,2015
4192,FINAL FANTASY TYPE-0™ HD,"['Action', 'RPG']",2015-08-18,29.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,69.0,Mixed,2015
4193,ZOMBI,"['Action', 'Adventure']",2015-08-18,19.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",False,65.0,Mixed,2015
4215,Warlocks vs Shadows,"['Action', 'Indie', 'RPG']",2015-08-19,13.99,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",False,68.0,Mixed,2015
4222,Viridi,"['Casual', 'Free to Play', 'Indie', 'Simulation']",2015-08-19,0.0,"['Single-player', 'Steam Cloud']",False,46.0,Very Positive,2015
4230,Gryphon Knight Epic,"['Action', 'Indie']",2015-08-20,6.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,55.0,Very Positive,2015
4242,DiscStorm,"['Action', 'Indie']",2015-08-20,11.99,"['Single-player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",False,58.0,9 user reviews,2015
4252,Hard to Be a God,['RPG'],2007-10-19,7.99,['Single-player'],False,55.0,Positive,2007
4256,Planet of the Eyes,"['Action', 'Adventure', 'Indie']",2015-08-24,9.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,66.0,Very Positive,2015
4260,Corpse of Discovery,"['Adventure', 'Indie']",2015-08-25,7.99,"['Single-player', 'Full controller support', 'Captions available']",False,49.0,Mixed,2015
4275,Fran Bow,"['Adventure', 'Indie']",2015-08-27,14.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,70.0,Overwhelmingly Positive,2015
4281,Big Pharma,"['Indie', 'Simulation', 'Strategy']",2015-08-27,24.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",False,72.0,Mostly Positive,2015
4290,Calvino Noir,"['Adventure', 'Indie']",2015-08-27,6.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",False,55.0,Mixed,2015
4304,Red Goddess: Inner World,"['Action', 'Adventure', 'Indie']",2015-09-01,9.99,"['Single-player', 'Steam Achievements', 'Full controller support']",False,53.0,Mostly Negative,2015
4310,Mad Max,"['Action', 'Adventure']",2015-09-01,19.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,73.0,Very Positive,2015
4317,NOBUNAGA'S AMBITION: Sphere of Influence,['Strategy'],2015-09-01,59.99,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",False,70.0,Very Positive,2015
4318,METAL GEAR SOLID V: THE PHANTOM PAIN,"['Action', 'Adventure']",2015-09-01,19.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Steam Leaderboards']",False,91.0,Very Positive,2015
4339,SMITE®,"['Action', 'Free to Play']",2015-09-08,0.0,"['Multi-player', 'Steam Achievements', 'Steam Trading Cards']",False,83.0,Very Positive,2015
4340,Master Spy,"['Action', 'Indie']",2015-09-08,9.99,"['Single-player', 'Full controller support', 'Steam Trading Cards', 'Captions available']",False,68.0,Mostly Positive,2015
4352,Ravenmark: Scourge of Estellion,"['RPG', 'Strategy']",2015-09-10,14.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,75.0,Mixed,2015
4355,Dropsy,"['Adventure', 'Indie']",2015-09-10,9.99,['Single-player'],False,80.0,Overwhelmingly Positive,2015
4367,Undertale,"['Indie', 'RPG']",2015-09-15,9.99,"['Single-player', 'Steam Trading Cards']",False,92.0,Overwhelmingly Positive,2015
4387,Train Valley,"['Casual', 'Indie', 'Simulation', 'Strategy']",2015-09-16,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",False,69.0,Very Positive,2015
4407,I Can't Escape: Darkness,"['Adventure', 'Indie']",2015-09-17,11.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,40.0,Positive,2015
4433,STASIS Deluxe Edition Upgrade,['Adventure'],2015-09-21,4.99,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']",False,79.0,4 user reviews,2015
4437,SOMA,"['Action', 'Adventure', 'Indie']",2015-09-21,29.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",False,84.0,Overwhelmingly Positive,2015
4462,Jotun: Valhalla Edition,"['Action', 'Adventure', 'Indie']",2015-09-29,14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,79.0,Very Positive,2015
4475,Armikrog,"['Adventure', 'Indie']",2015-09-30,9.99,['Single-player'],False,57.0,Mixed,2015
4510,Prison Architect,"['Indie', 'Simulation', 'Strategy']",2015-10-06,29.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",False,83.0,Very Positive,2015
4528,Masochisia,['Indie'],2015-10-09,7.99,"['Single-player', 'Steam Trading Cards', 'Captions available']",False,68.0,Very Positive,2015
4547,Downwell,"['Action', 'Adventure', 'Indie']",2015-10-15,2.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']",False,81.0,Overwhelmingly Positive,2015
4549,Mushroom 11,"['Action', 'Adventure', 'Indie']",2015-10-15,14.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,78.0,Very Positive,2015
4551,Broforce,"['Action', 'Adventure', 'Casual', 'Indie']",2015-10-15,14.99,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Full controller support', 'Includes level editor']",False,83.0,Overwhelmingly Positive,2015
4557,"Warhammer 40,000: Deathwatch - Enhanced Edition","['Action', 'Adventure', 'RPG', 'Strategy']",2015-10-16,14.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",False,74.0,Mixed,2015
4571,Tales of Zestiria,['RPG'],2015-10-19,49.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,77.0,Very Positive,2015
4579,COAST GUARD,"['Adventure', 'Simulation']",2015-10-21,14.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,47.0,Mostly Negative,2015
4585,Kingdom: Classic,"['Indie', 'Simulation', 'Strategy']",2015-10-21,4.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,74.0,Very Positive,2015
4627,The Park,['Adventure'],2015-10-27,12.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",False,67.0,Mixed,2015
4630,Divinity: Original Sin - Enhanced Edition,"['Adventure', 'Indie', 'RPG', 'Strategy']",2015-10-27,39.99,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",False,94.0,Very Positive,2015
4674,Bulb Boy,"['Adventure', 'Indie']",2015-10-29,8.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,84.0,Very Positive,2015
4708,The Binding of Isaac: Afterbirth,"['Action', 'Adventure']",2015-10-30,10.99,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,85.0,Very Positive,2015
4720,Anno 2205™,"['Simulation', 'Strategy']",2015-11-03,39.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,72.0,Mixed,2015
4748,Call of Duty®: Black Ops III,"['Action', 'Adventure']",2015-11-05,59.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']",False,73.0,Mixed,2015
4755,The Incredible Adventures of Van Helsing: Final Cut,"['Action', 'Adventure', 'Indie', 'RPG']",2015-11-06,44.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,79.0,Mixed,2015
4782,Kero Blaster,"['Action', 'Adventure', 'Indie']",2015-11-11,9.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",False,82.0,Very Positive,2015
4804,Life is Feudal: Your Own,"['Action', 'Indie', 'RPG', 'Simulation']",2015-11-17,39.99,"['Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",False,63.0,Mixed,2015
4818,Mordheim: City of the Damned,"['RPG', 'Strategy']",2015-11-19,39.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,74.0,Mostly Positive,2015
4826,Mayan Death Robots,"['Action', 'Indie']",2015-11-20,6.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,69.0,Positive,2015
4844,FIVE: Guardians of David,"['Action', 'Adventure', 'RPG']",2015-11-24,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",False,66.0,Mixed,2015
4856,FIM Speedway Grand Prix 15,"['Racing', 'Simulation', 'Sports']",2015-11-30,24.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,68.0,Very Positive,2015
4858,Just Cause™ 3,"['Action', 'Adventure']",2015-11-30,49.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",False,74.0,Mostly Positive,2015
4872,Valhalla Hills,"['Indie', 'Simulation', 'Strategy']",2015-12-02,19.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,69.0,Mixed,2015
4890,DARIUSBURST Chronicle Saviours,['Action'],2015-12-03,49.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,80.0,Very Positive,2015
4922,GUILTY GEAR Xrd -SIGN-,['Action'],2015-12-09,29.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,84.0,Very Positive,2015
4955,Knee Deep Demo,"['Adventure', 'Casual', 'Indie']",2015-12-14,0.0,"['Single-player', 'Game demo', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,66.0,3 user reviews,2015
4961,Hatoful Boyfriend: Holiday Star,"['Adventure', 'Indie']",2015-12-15,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",False,54.0,Very Positive,2015
5072,Punch Club,"['Indie', 'RPG', 'Strategy']",2016-01-08,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",False,73.0,Very Positive,2016
5087,The Great Escape,"['Action', 'Casual', 'Indie']",2016-01-11,3.99,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",False,54.0,7 user reviews,2016
5091,Tharsis,"['Indie', 'RPG', 'Strategy']",2016-01-11,14.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,61.0,Mostly Positive,2016
5092,"That Dragon, Cancer","['Adventure', 'Indie']",2016-01-11,9.99,"['Single-player', 'Full controller support']",False,78.0,Very Positive,2016
5143,Oxenfree,"['Adventure', 'Indie']",2016-01-14,19.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",False,80.0,Very Positive,2016
5152,Dragon's Dogma: Dark Arisen,"['Action', 'Adventure', 'RPG']",2016-01-15,29.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,81.0,Very Positive,2016
5173,Drawn™: Dark Flight,"['Adventure', 'Casual']",2016-01-19,9.99,"['Single-player', 'Steam Trading Cards']",False,75.0,8 user reviews,2016
5185,Homeworld: Deserts of Kharak,['Strategy'],2016-01-20,49.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,79.0,Mostly Positive,2016
5211,The Witness,"['Adventure', 'Indie']",2016-01-26,39.99,"['Single-player', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Steam Cloud']",False,87.0,Very Positive,2016
5242,Spellweaver,"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2016-02-01,0.0,"['Single-player', 'Multi-player', 'MMO', 'Steam Achievements', 'Steam Trading Cards']",False,63.0,Mostly Positive,2016
5279,Dying Light: The Following,"['Action', 'RPG']",2016-02-08,19.99,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",False,79.0,Very Positive,2016
5281,Downfall,"['Adventure', 'Indie']",2016-02-15,10.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,75.0,Very Positive,2016
5282,Men of Valor,['Action'],2004-11-29,9.99,"['Single-player', 'Multi-player']",False,71.0,Mixed,2004
5287,The Preposterous Awesomeness of Everything,"['Adventure', 'Indie']",2016-02-09,6.99,"['Single-player', 'Steam Achievements']",False,54.0,Positive,2016
5307,Doors,"['Adventure', 'Indie', 'Strategy']",2016-02-12,4.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,40.0,Mixed,2016
5308,Defragmented,"['Action', 'Indie', 'RPG']",2016-02-12,14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,68.0,Mixed,2016
5316,ZHEROS,"['Action', 'Indie']",2016-02-15,9.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,58.0,Mixed,2016
5333,Layers of Fear,"['Adventure', 'Indie']",2016-02-15,19.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,72.0,Very Positive,2016
5339,Street Fighter V,['Action'],2016-02-15,39.99,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",False,74.0,Mixed,2016
5365,Californium,"['Adventure', 'Indie']",2016-02-17,9.99,"['Single-player', 'Steam Achievements']",False,64.0,Mostly Positive,2016
5380,Prospekt,['Action'],2016-02-18,9.99,"['Single-player', 'Steam Trading Cards', 'Commentary available']",False,43.0,Mixed,2016
5387,No Pineapple Left Behind,"['Indie', 'Simulation', 'Strategy']",2016-02-18,9.99,"['Single-player', 'Steam Achievements']",False,59.0,Mixed,2016
5391,Dungelot: Shattered Lands,"['Action', 'Indie', 'RPG']",2016-02-18,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",False,78.0,Mixed,2016
5392,Danganronpa: Trigger Happy Havoc,['Adventure'],2016-02-18,19.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,82.0,Overwhelmingly Positive,2016
5439,The Flame in the Flood,"['Action', 'Adventure', 'Indie']",2016-02-24,14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,73.0,Mostly Positive,2016
5440,Hitman GO: Definitive Edition,['Strategy'],2016-02-23,7.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,72.0,Very Positive,2016
5446,Shadwen,"['Action', 'Adventure']",2016-05-17,16.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']",False,53.0,Mostly Positive,2016
5463,Disgaea PC / 魔界戦記ディスガイア PC,['RPG'],2016-02-24,14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,74.0,Very Positive,2016
5500,SUPERHOT,"['Action', 'Indie']",2016-02-25,24.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",False,82.0,Very Positive,2016
5508,The Count Lucanor,"['Adventure', 'Indie', 'RPG']",2016-03-03,9.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,78.0,Very Positive,2016
5513,The Guest,"['Adventure', 'Indie']",2016-03-10,9.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,68.0,Mostly Positive,2016
5526,Momodora: Reverie Under The Moonlight,"['Action', 'Indie']",2016-03-04,9.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,82.0,Overwhelmingly Positive,2016
